DatasMedia,InfectadosMedia,RecuperadosMedia,ObitosMedia
2020-07-18,9072.57142857143,53101.57142857143,6745.428571428572
2020-07-19,9183.0,53451.71428571428,6767.571428571428
2020-07-20,9312.42857142857,53810.142857142855,6787.857142857143
2020-07-21,9454.285714285714,54178.71428571428,6808.571428571428
2020-07-22,9509.285714285714,54556.57142857143,6829.428571428572
2020-07-23,9577.285714285714,54944.857142857145,6851.0
2020-07-24,9569.285714285714,55339.0,6874.0
2020-07-25,9571.285714285714,55741.71428571428,6897.857142857143
2020-07-26,9597.0,56152.0,6922.0
2020-07-27,9604.285714285714,56564.42857142857,6946.285714285715
2020-07-28,9614.714285714286,56981.857142857145,6968.428571428572
2020-07-29,9643.857142857143,57404.857142857145,6991.714285714285
2020-07-30,9654.0,57829.857142857145,7015.142857142857
2020-07-31,9666.714285714286,58258.0,7037.714285714285
2020-08-01,9720.42857142857,58688.0,7058.714285714285
2020-08-02,9756.142857142857,59111.142857142855,7078.571428571428
2020-08-03,9799.42857142857,59534.42857142857,7098.0
2020-08-04,9815.285714285714,59958.71428571428,7119.0
2020-08-05,9827.285714285714,60386.42857142857,7139.428571428572
2020-08-06,9849.0,60817.28571428572,7160.0
2020-08-07,9899.42857142857,61249.28571428572,7181.714285714285
2020-08-08,9901.857142857143,61681.28571428572,7203.857142857143
2020-08-09,9920.42857142857,62119.142857142855,7227.0
2020-08-10,9952.142857142857,62561.142857142855,7251.285714285715
2020-08-11,9984.285714285714,63002.71428571428,7275.857142857143
2020-08-12,10005.285714285714,63441.0,7300.0
2020-08-13,10010.57142857143,63876.42857142857,7325.0
2020-08-14,10000.42857142857,64311.42857142857,7349.142857142857
2020-08-15,9982.857142857143,64746.28571428572,7373.857142857143
2020-08-16,9953.285714285714,65179.857142857145,7398.0
2020-08-17,9912.857142857143,65611.85714285714,7422.285714285715
2020-08-18,9884.57142857143,66047.28571428571,7445.714285714285
2020-08-19,9856.714285714286,66484.42857142857,7468.285714285715
2020-08-20,9849.57142857143,66918.28571428571,7488.571428571428
2020-08-21,9833.714285714286,67352.0,7511.0
2020-08-22,9802.0,67788.0,7533.285714285715
2020-08-23,9767.0,68231.28571428571,7556.428571428572
2020-08-24,9734.857142857143,68672.14285714286,7579.142857142857
2020-08-25,9710.0,69111.57142857143,7602.0
2020-08-26,9700.857142857143,69550.57142857143,7627.285714285715
2020-08-27,9669.285714285714,69992.85714285714,7654.142857142857
2020-08-28,9655.857142857143,70431.14285714286,7679.285714285715
2020-08-29,9646.142857142857,70867.85714285714,7705.285714285715
2020-08-30,9650.857142857143,71297.14285714286,7731.857142857143
2020-08-31,9666.42857142857,71722.14285714286,7759.142857142857
2020-09-01,9736.714285714286,72142.28571428571,7786.428571428572
2020-09-02,9832.42857142857,72560.14285714286,7812.857142857143
2020-09-03,9945.42857142857,72978.14285714286,7839.0
2020-09-04,10049.285714285714,73396.57142857143,7864.571428571428
2020-09-05,10179.0,73812.0,7891.142857142857
2020-09-06,10296.57142857143,74230.0,7917.714285714285
2020-09-07,10400.714285714286,74656.0,7945.142857142857
2020-09-08,10464.42857142857,75085.42857142857,7973.571428571428
2020-09-09,10530.714285714286,75515.28571428571,8001.714285714285
2020-09-10,10637.42857142857,75945.28571428571,8032.0
2020-09-11,10751.285714285714,76377.85714285714,8062.571428571428
2020-09-12,10840.285714285714,76816.71428571429,8091.428571428572
2020-09-13,10933.0,77254.57142857143,8119.714285714285
2020-09-14,11026.714285714286,77695.85714285714,8146.428571428572
2020-09-15,11104.857142857143,78145.57142857143,8174.714285714285
2020-09-16,11148.857142857143,78598.42857142857,8203.857142857143
2020-09-17,11137.0,79054.42857142857,8231.57142857143
2020-09-18,11118.57142857143,79514.28571428571,8260.57142857143
2020-09-19,11087.0,79981.42857142857,8290.42857142857
2020-09-20,11056.42857142857,80456.42857142857,8319.42857142857
2020-09-21,11007.714285714286,80936.42857142857,8349.0
2020-09-22,10937.857142857143,81411.28571428571,8378.57142857143
2020-09-23,10849.714285714286,81892.14285714286,8409.857142857143
2020-09-24,10760.57142857143,82373.71428571429,8440.285714285714
2020-09-25,10675.857142857143,82850.0,8471.42857142857
2020-09-26,10593.714285714286,83319.0,8503.142857142857
2020-09-27,10492.714285714286,83787.57142857143,8534.857142857143
2020-09-28,10399.857142857143,84250.42857142857,8566.857142857143
2020-09-29,10322.142857142857,84714.42857142857,8598.285714285714
2020-09-30,10258.0,85169.85714285714,8628.42857142857
2020-10-01,10227.714285714286,85620.42857142857,8658.857142857143
2020-10-02,10193.714285714286,86072.42857142857,8688.42857142857
2020-10-03,10164.857142857143,86523.42857142857,8717.714285714286
2020-10-04,10151.0,86963.85714285714,8748.42857142857
2020-10-05,10147.714285714286,87398.14285714286,8777.857142857143
2020-10-06,10139.0,87826.71428571429,8805.285714285714
2020-10-07,10125.57142857143,88255.14285714286,8832.42857142857
2020-10-08,10072.57142857143,88686.42857142857,8859.142857142857
2020-10-09,10015.714285714286,89112.71428571429,8886.714285714286
2020-10-10,9979.142857142857,89536.0,8913.857142857143
2020-10-11,9941.285714285714,89957.42857142857,8940.42857142857
2020-10-12,9872.285714285714,90381.0,8968.285714285714
2020-10-13,9796.0,90806.71428571429,8998.0
2020-10-14,9725.714285714286,91229.85714285714,9027.142857142857
2020-10-15,9669.142857142857,91649.85714285714,9058.57142857143
2020-10-16,9616.42857142857,92072.0,9088.285714285714
2020-10-17,9563.42857142857,92490.42857142857,9117.714285714286
2020-10-18,9519.142857142857,92908.28571428571,9147.285714285714
2020-10-19,9504.142857142857,93322.28571428571,9176.57142857143
2020-10-20,9521.0,93736.28571428571,9205.142857142857
2020-10-21,9537.0,94152.28571428571,9234.142857142857
2020-10-22,9551.57142857143,94564.57142857143,9260.57142857143
2020-10-23,9570.285714285714,94977.57142857143,9286.142857142857
2020-10-24,9587.42857142857,95385.14285714286,9311.285714285714
2020-10-25,9624.42857142857,95788.28571428571,9336.714285714286
2020-10-26,9671.142857142857,96192.28571428571,9362.0
2020-10-27,9712.42857142857,96587.42857142857,9386.42857142857
2020-10-28,9776.0,96980.0,9410.42857142857
2020-10-29,9859.42857142857,97370.28571428571,9435.0
2020-10-30,9960.0,97753.0,9460.142857142857
2020-10-31,10065.0,98146.57142857143,9484.285714285714
2020-11-01,10208.0,98545.0,9507.714285714286
2020-11-02,10356.714285714286,98942.42857142857,9531.857142857143
2020-11-03,10522.57142857143,99346.0,9555.714285714286
2020-11-04,10708.285714285714,99750.71428571429,9578.57142857143
2020-11-05,10921.0,100162.85714285714,9602.0
2020-11-06,11161.285714285714,100586.0,9625.714285714286
2020-11-07,11434.42857142857,101011.28571428571,9651.285714285714
2020-11-08,11689.42857142857,101449.57142857143,9678.57142857143
2020-11-09,11985.142857142857,101899.42857142857,9706.0
2020-11-10,12317.57142857143,102360.71428571429,9734.42857142857
2020-11-11,12673.285714285714,102838.71428571429,9765.42857142857
2020-11-12,13026.142857142857,103332.14285714286,9796.285714285714
2020-11-13,13397.714285714286,103836.42857142857,9829.142857142857
2020-11-14,13780.285714285714,104357.42857142857,9862.57142857143
2020-11-15,14222.0,104884.28571428571,9895.57142857143
2020-11-16,14697.285714285714,105427.0,9928.57142857143
2020-11-17,15170.714285714286,105987.14285714286,9962.142857142857
2020-11-18,15660.0,106565.71428571429,9995.714285714286
2020-11-19,16187.714285714286,107158.71428571429,10030.0
2020-11-20,16776.285714285714,107773.85714285714,10064.42857142857
2020-11-21,17389.571428571428,108407.14285714286,10101.0
2020-11-22,18001.0,109065.0,10137.714285714286
2020-11-23,18645.285714285714,109744.42857142857,10177.714285714286
2020-11-24,19286.0,110448.42857142857,10220.0
2020-11-25,19969.285714285714,111178.57142857143,10264.285714285714
2020-11-26,20648.714285714286,111943.57142857143,10309.57142857143
2020-11-27,21293.571428571428,112738.57142857143,10358.0
2020-11-28,21939.571428571428,113558.0,10407.57142857143
2020-11-29,22545.428571428572,114408.0,10458.142857142857
2020-11-30,23142.0,115285.14285714286,10506.42857142857
2020-12-01,23780.571428571428,116202.85714285714,10555.42857142857
2020-12-02,24372.14285714286,117146.57142857143,10605.57142857143
2020-12-03,24928.714285714286,118129.42857142857,10660.0
2020-12-04,25440.14285714286,119143.42857142857,10714.285714285714
2020-12-05,25931.571428571428,120195.0,10768.285714285714
2020-12-06,26399.428571428572,121281.14285714286,10825.857142857143
2020-12-07,26796.0,122411.57142857143,10887.0
2020-12-08,27097.428571428572,123566.0,10951.42857142857
2020-12-09,27316.714285714286,124750.28571428571,11018.857142857143
2020-12-10,27512.714285714286,125956.71428571429,11087.0
2020-12-11,27658.85714285714,127187.28571428571,11158.57142857143
2020-12-12,27750.285714285714,128440.85714285714,11234.142857142857
2020-12-13,27791.85714285714,129711.57142857143,11310.142857142857
2020-12-14,27765.0,130993.85714285714,11389.714285714286
2020-12-15,27673.285714285714,132293.14285714287,11472.857142857143
2020-12-16,27541.571428571428,133596.2857142857,11556.285714285714
2020-12-17,27352.14285714286,134885.0,11640.42857142857
2020-12-18,27116.571428571428,136180.14285714287,11723.857142857143
2020-12-19,26811.85714285714,137476.0,11807.142857142857
2020-12-20,26485.14285714286,138768.42857142858,11893.42857142857
2020-12-21,26124.714285714286,140046.42857142858,11981.57142857143
2020-12-22,25747.285714285714,141300.14285714287,12067.714285714286
2020-12-23,25368.714285714286,142553.85714285713,12154.42857142857
2020-12-24,24961.428571428572,143810.57142857142,12242.857142857143
2020-12-25,24592.0,145038.42857142858,12332.142857142857
2020-12-26,24263.0,146249.7142857143,12422.285714285714
2020-12-27,23943.571428571428,147441.7142857143,12513.285714285714
2020-12-28,23650.14285714286,148616.14285714287,12602.285714285714
2020-12-29,23352.285714285714,149789.85714285713,12691.714285714286
2020-12-30,23063.714285714286,150937.57142857142,12780.714285714286
2020-12-31,22822.14285714286,152053.42857142858,12866.42857142857
2021-01-01,22659.428571428572,153152.2857142857,12949.285714285714
2021-01-02,22553.0,154221.85714285713,13027.142857142857
2021-01-03,22500.85714285714,155270.57142857142,13098.57142857143
2021-01-04,22499.714285714286,156303.85714285713,13167.42857142857
2021-01-05,22559.285714285714,157308.57142857142,13233.142857142857
2021-01-06,22629.0,158304.42857142858,13299.42857142857
2021-01-07,22689.0,159291.42857142858,13365.0
2021-01-08,22658.14285714286,160276.7142857143,13432.142857142857
2021-01-09,22569.285714285714,161257.2857142857,13504.42857142857
2021-01-10,22463.0,162234.2857142857,13578.285714285714
2021-01-11,22304.571428571428,163204.7142857143,13650.285714285714
2021-01-12,22100.285714285714,164175.42857142858,13723.0
2021-01-13,21867.428571428572,165141.85714285713,13792.285714285714
2021-01-14,21594.714285714286,166113.7142857143,13861.0
2021-01-15,21291.14285714286,167086.14285714287,13929.285714285714
2021-01-16,20958.0,168055.57142857142,13995.714285714286
2021-01-17,20555.571428571428,169022.0,14065.0
2021-01-18,20126.0,169986.2857142857,14133.285714285714
2021-01-19,19688.85714285714,170938.42857142858,14199.714285714286
2021-01-20,19247.85714285714,171885.2857142857,14265.0
2021-01-21,18816.571428571428,172811.14285714287,14329.714285714286
2021-01-22,18381.428571428572,173713.85714285713,14393.142857142857
2021-01-23,17945.14285714286,174603.7142857143,14451.0
2021-01-24,17527.714285714286,175467.7142857143,14506.285714285714
2021-01-25,17110.85714285714,176317.85714285713,14561.857142857143
2021-01-26,16701.14285714286,177146.0,14618.857142857143
2021-01-27,16293.142857142857,177944.85714285713,14673.857142857143
2021-01-28,15891.714285714286,178725.0,14728.714285714286
2021-01-29,15494.714285714286,179482.85714285713,14780.285714285714
2021-01-30,15101.285714285714,180220.85714285713,14833.42857142857
2021-01-31,14714.57142857143,180941.0,14882.285714285714
2021-02-01,14367.42857142857,181627.42857142858,14930.285714285714
2021-02-02,14038.285714285714,182288.2857142857,14975.714285714286
2021-02-03,13728.57142857143,182929.14285714287,15021.0
2021-02-04,13430.0,183548.85714285713,15063.285714285714
2021-02-05,13155.57142857143,184146.0,15104.42857142857
2021-02-06,12904.285714285714,184716.57142857142,15145.142857142857
2021-02-07,12667.857142857143,185265.0,15186.42857142857
2021-02-08,12432.42857142857,185792.57142857142,15226.285714285714
2021-02-09,12205.0,186305.42857142858,15265.857142857143
2021-02-10,12007.285714285714,186801.85714285713,15305.857142857143
2021-02-11,11815.857142857143,187287.7142857143,15346.0
2021-02-12,11633.42857142857,187762.57142857142,15387.285714285714
2021-02-13,11467.0,188226.14285714287,15426.0
2021-02-14,11312.714285714286,188683.42857142858,15464.0
2021-02-15,11179.142857142857,189130.7142857143,15502.714285714286
2021-02-16,11062.57142857143,189568.7142857143,15538.142857142857
2021-02-17,10959.0,189991.57142857142,15572.42857142857
2021-02-18,10898.714285714286,190398.42857142858,15605.714285714286
2021-02-19,10871.285714285714,190793.7142857143,15637.57142857143
2021-02-20,10883.0,191181.7142857143,15671.142857142857
2021-02-21,10916.42857142857,191560.7142857143,15705.57142857143
2021-02-22,10966.57142857143,191933.7142857143,15738.142857142857
2021-02-23,11038.57142857143,192303.14285714287,15771.714285714286
2021-02-24,11114.57142857143,192673.57142857142,15803.714285714286
2021-02-25,11190.857142857143,193051.7142857143,15834.0
2021-02-26,11276.285714285714,193431.14285714287,15864.285714285714
2021-02-27,11360.714285714286,193809.85714285713,15894.285714285714
2021-02-28,11482.57142857143,194191.2857142857,15922.42857142857
2021-03-01,11665.42857142857,194577.7142857143,15950.42857142857
2021-03-02,11883.714285714286,194967.14285714287,15978.57142857143
2021-03-03,12142.42857142857,195356.42857142858,16007.57142857143
2021-03-04,12429.285714285714,195744.14285714287,16037.42857142857
2021-03-05,12761.285714285714,196139.2857142857,16067.285714285714
2021-03-06,13138.714285714286,196536.2857142857,16096.0
2021-03-07,13531.857142857143,196943.14285714287,16125.714285714286
2021-03-08,13925.42857142857,197363.7142857143,16157.857142857143
2021-03-09,14325.285714285714,197799.0,16190.42857142857
2021-03-10,14770.714285714286,198256.57142857142,16223.0
2021-03-11,15237.714285714286,198732.57142857142,16257.57142857143
2021-03-12,15707.42857142857,199231.14285714287,16295.0
2021-03-13,16186.142857142857,199756.2857142857,16335.857142857143
2021-03-14,16668.14285714286,200302.57142857142,16379.142857142857
2021-03-15,17185.0,200870.0,16423.428571428572
2021-03-16,17724.14285714286,201453.2857142857,16471.285714285714
2021-03-17,18230.428571428572,202059.42857142858,16524.0
2021-03-18,18750.14285714286,202681.85714285713,16579.428571428572
2021-03-19,19290.14285714286,203322.7142857143,16638.285714285714
2021-03-20,19864.428571428572,203985.14285714287,16699.571428571428
2021-03-21,20418.0,204672.7142857143,16762.714285714286
2021-03-22,20922.0,205384.7142857143,16828.285714285714
2021-03-23,21385.14285714286,206125.42857142858,16896.14285714286
2021-03-24,21817.571428571428,206890.42857142858,16967.428571428572
2021-03-25,22228.85714285714,207687.42857142858,17041.0
2021-03-26,22585.428571428572,208509.57142857142,17114.285714285714
2021-03-27,22850.285714285714,209357.0,17189.571428571428
2021-03-28,23091.428571428572,210220.57142857142,17266.428571428572
2021-03-29,23277.428571428572,211104.0,17345.428571428572
2021-03-30,23424.285714285714,212011.42857142858,17428.428571428572
2021-03-31,23525.428571428572,212928.85714285713,17512.571428571428
2021-04-01,23613.0,213874.0,17599.571428571428
2021-04-02,23664.0,214834.14285714287,17689.85714285714
2021-04-03,23675.285714285714,215811.85714285713,17784.0
2021-04-04,23660.85714285714,216801.7142857143,17884.571428571428
2021-04-05,23633.14285714286,217811.0,17987.85714285714
2021-04-06,23583.85714285714,218828.0,18091.85714285714
2021-04-07,23520.0,219857.2857142857,18197.0
2021-04-08,23402.85714285714,220877.7142857143,18301.85714285714
2021-04-09,23290.14285714286,221901.2857142857,18410.571428571428
2021-04-10,23219.714285714286,222916.7142857143,18518.0
2021-04-11,23139.285714285714,223932.85714285713,18622.85714285714
2021-04-12,23056.285714285714,224947.14285714287,18725.285714285714
2021-04-13,22980.714285714286,225952.14285714287,18824.571428571428
2021-04-14,22913.428571428572,226957.42857142858,18924.85714285714
2021-04-15,22866.85714285714,227957.7142857143,19024.0
2021-04-16,22801.428571428572,228953.57142857142,19120.14285714286
2021-04-17,22699.85714285714,229949.7142857143,19215.14285714286
2021-04-18,22600.285714285714,230940.14285714287,19307.285714285714
2021-04-19,22511.14285714286,231914.0,19399.85714285714
2021-04-20,22460.285714285714,232884.42857142858,19491.571428571428
2021-04-21,22412.428571428572,233837.7142857143,19584.428571428572
2021-04-22,22345.285714285714,234787.85714285713,19677.714285714286
2021-04-23,22276.428571428572,235753.42857142858,19768.428571428572
2021-04-24,22228.571428571428,236715.0,19857.714285714286
2021-04-25,22207.85714285714,237675.14285714287,19946.285714285714
2021-04-26,22164.85714285714,238652.0,20034.14285714286
2021-04-27,22072.571428571428,239644.42857142858,20120.14285714286
